symbol,run_date,skew_trade_date_used,spot,spot_source,earnings_date,earnings_time_hint,earnings_source,earnings_error,front_expiry,back_expiry,atm_strike_used,atm_iv_front,atm_iv_back,term_slope,term_ratio,term_structure_source,atm_straddle_mid,implied_move_pct,quote_quality,avg_vol_30,rv20,rv30,iv_rv20,iv_rv30,rv_window_ok,vol_window_ok,term_structure_ok,implied_move_ok
AAPL,2026-01-13,2026-01-13,260.09,snapshot_delayed,2026-01-13,,fmp:stable/earnings-calendar,,20260116,20260213,260.0,0.267729,0.272636,-0.004907,0.982003,live_ibkr_greeks_snapshot,5.175,0.019897,C:mid|P:mid,20058704.87,0.113108,0.120948,2.367015,2.213588,1,1,1,1
